data_point,predicted,difference,hit,
22.2,15.2049,6.9951,0,
25,15.3821,9.61786,0,
30.6,15.9398,14.6602,0,
28.9,16.5949,12.3051,0,
27.2,16.6562,10.5438,0,
27.8,16.2293,11.5707,0,
27.8,16.2472,11.5528,0,
25.6,16.3613,9.23866,0,
25.6,16.1086,9.49142,0,
23.3,15.9262,7.37377,0,
19.4,15.732,3.66799,0,
19.4,14.6333,4.76667,0,
15,14.2319,0.768106,1,
15,12.9199,2.08012,0,
15,11.9163,3.08374,0,
13.9,13.0524,0.847622,1,
13.9,12.0412,1.85877,0,
13.9,11.9117,1.98829,0,
13.9,12.505,1.39496,0,
14.4,12.355,2.04496,0,
14.4,12.5831,1.81691,0,
14.4,12.7086,1.69144,0,
15,12.6233,2.37665,0,
17.8,12.8832,4.91679,0,
17.2,14.0446,3.15544,0,
20,14.2868,5.71316,0,
20.6,14.6565,5.94348,0,
20.6,15.2516,5.34844,0,
20,15.0847,4.91526,0,
21.7,14.8894,6.81056,0,
22.2,15.1861,7.01388,0,
20.6,15.5356,5.06439,0,
20.6,15.1431,5.45691,0,
21.1,14.8755,6.22454,0,
21.1,15.1399,5.96015,0,
18.9,15.2049,3.6951,0,
17.2,14.6324,2.56758,0,
16.1,13.7173,2.3827,0,
15,13.2674,1.73263,0,
14.4,12.8326,1.56745,0,
14.4,12.4803,1.91972,0,
14.4,12.5189,1.88111,0,
13.9,12.6233,1.27665,1,
14,11.7737,2.22625,0,
13.9,11.9537,1.94632,0,
13.3,12.604,0.696036,1,
13.3,11.6998,1.6002,0,
13.3,11.6986,1.6014,0,
13.3,12.1465,1.15346,1,
13.9,11.4236,2.47635,0,
13.9,11.9827,1.91734,0,
13.9,12.6601,1.23994,1,
13.9,11.7481,2.15185,0,
13.3,12.0137,1.28626,1,
13.9,11.6522,2.24775,0,
15.6,11.8235,3.77653,0,
15.6,13.3851,2.21492,0,
17.2,13.4708,3.72915,0,
18,13.8048,4.19517,0,
17.8,14.3561,3.4439,0,
17.8,14.2454,3.5546,0,
18.3,14.1114,4.18856,0,
19.4,14.2889,5.11106,0,
19.4,14.6786,4.72143,0,
21.7,14.7943,6.90565,0,
21.1,15.213,5.88696,0,
18.3,15.3759,2.92412,0,
18.3,14.3988,3.90121,0,
17.2,13.9652,3.23481,0,
15.6,13.9731,1.62688,0,
14.4,13.1626,1.23739,1,
13.9,11.8472,2.0528,0,
13.3,11.8246,1.47544,0,
12.8,12.2045,0.59551,1,
12.8,11.3323,1.46774,0,
12.2,11.441,0.759035,1,
12.2,11.112,1.08804,1,
12.2,10.3475,1.85249,0,
11.7,11.17,0.529953,1,
12.8,11.0046,1.7954,0,
12.8,11.3506,1.44937,0,
13.3,12.0325,1.26754,1,
13,11.3146,1.68535,0,
13.3,11.5966,1.70338,0,
13.3,12.1712,1.12884,1,
13.3,11.4972,1.80283,0,
13.9,11.6907,2.20933,0,
14.4,12.5062,1.89384,0,
15.6,12.6864,2.91356,0,
17.2,13.2085,3.99146,0,
18.3,13.9663,4.33372,0,
18.3,14.4431,3.85693,0,
19.4,14.4441,4.95589,0,
20,14.6247,5.37527,0,
20.6,14.9408,5.65916,0,
20,15.0586,4.94141,0,
19.4,14.9471,4.45286,0,
18.9,14.6477,4.25235,0,
18.9,14.4805,4.41951,0,
17.8,14.4649,3.33512,0,
17.2,14.1995,3.00054,0,
15.6,13.7968,1.80324,0,
15,13.2392,1.76079,0,
15,12.7089,2.29114,0,
14.4,12.8301,1.56991,0,
14.4,12.6708,1.72919,0,
14.4,12.5189,1.88111,0,
14.4,12.6233,1.77665,0,
14.4,12.6233,1.77665,0,
13.9,12.6233,1.27665,1,
14,11.7737,2.22625,0,
14.4,11.9537,2.44632,0,
14.4,12.8242,1.57579,0,
14.4,12.6917,1.70835,0,
14.4,12.6233,1.77665,0,
14.4,12.6233,1.77665,0,
15,12.6233,2.37665,0,
15.6,12.8832,2.71679,0,
16.7,13.2669,3.43311,0,
17.8,13.7154,4.08464,0,
18.9,14.2087,4.69128,0,
19.4,14.5852,4.81478,0,
19.4,14.7706,4.62936,0,
20.6,14.7332,5.86681,0,
21.1,14.9749,6.1251,0,
21.1,15.2443,5.85571,0,
20,15.2049,4.7951,0,
20,14.9124,5.08761,0,
19.4,14.7496,4.65038,0,
19.4,14.7108,4.68923,0,
17.8,14.6168,3.18318,0,
16.7,14.2273,2.47268,0,
16.1,13.5501,2.54989,0,
15.6,13.3228,2.27717,0,
15.6,13.1606,2.43941,0,
15,13.1396,1.86037,0,
15,12.974,2.02598,0,
15,12.8301,2.16991,0,
15,12.9291,2.07094,0,
15,12.9291,2.07094,0,
14.4,12.9291,1.47094,0,
14.4,12.6708,1.72919,0,
14.4,12.5189,1.88111,0,
14.4,12.6233,1.77665,0,
14.4,12.6233,1.77665,0,
14.4,12.6233,1.77665,0,
14.4,12.6233,1.77665,0,
14.4,12.6233,1.77665,0,
15,12.6233,2.37665,0,
15,12.8832,2.11679,0,
15.6,13.0257,2.5743,0,
16,13.1741,2.82593,0,
16.1,13.4615,2.63846,0,
16.7,13.4967,3.20333,0,
16.7,13.6781,3.02194,0,
18.3,13.7855,4.51454,0,
18.9,14.2254,4.6746,0,
18.9,14.6639,4.23607,0,
19.4,14.5869,4.81307,0,
19.4,14.6557,4.74431,0,
19.4,14.7332,4.66681,0,
18.9,14.681,4.21901,0,
18.9,14.5472,4.35285,0,
17,14.4649,2.53512,0,
17.2,13.9422,3.25777,0,
16.7,13.6314,3.06861,0,
16.7,13.7626,2.93739,0,
15.6,13.6331,1.96686,0,
15.6,13.2949,2.30511,0,
15,13.0441,1.95589,0,
15.6,12.974,2.62598,0,
15.6,13.079,2.52102,0,
15.6,13.3089,2.29111,0,
15.6,13.2175,2.38251,0,
15.6,13.2175,2.38251,0,
15.6,13.2175,2.38251,0,
15,13.2175,1.78251,0,
15,12.974,2.02598,0,
15,12.8301,2.16991,0,
15,12.9291,2.07094,0,
15,12.9291,2.07094,0,
15,12.9291,2.07094,0,
14.4,12.9291,1.47094,0,
14.4,12.6708,1.72919,0,
14.4,12.5189,1.88111,0,
13.9,12.6233,1.27665,1,
14.4,11.7737,2.62625,0,
15.6,12.1459,3.4541,0,
16.1,13.4026,2.69744,0,
16.1,13.585,2.515,0,
16.1,13.5178,2.58219,0,
16.7,13.445,3.25496,0,
17,13.664,3.33601,0,
16.7,13.8879,2.81209,0,
16.7,13.7636,2.9364,0,
16.7,13.6613,3.03865,0,
17.2,13.7032,3.49677,0,
17.2,13.8753,3.32475,0,
17.2,13.9718,3.22822,0,
17.2,13.9064,3.29358,0,
17.2,13.9064,3.29358,0,
16.7,13.9064,2.79358,0,
16.1,13.7353,2.36467,0,
15.6,13.4126,2.18743,0,
15,13.1606,1.83941,0,
15,12.893,2.10705,0,
15,12.8301,2.16991,0,
14.4,12.9291,1.47094,0,
14.4,12.6708,1.72919,0,
13.9,12.5189,1.38111,1,
13.9,11.72,2.17999,0,
13.3,11.8738,1.42625,0,
13.3,12.3199,0.98006,1,
13.3,11.3944,1.90556,0,
13.3,11.7351,1.5649,0,
14,12.1987,1.80135,0,
13.9,12.3511,1.54889,0,
15.6,12.4873,3.11271,0,
16.1,13.0761,3.02392,0,
16.7,13.6552,3.04478,0,
17.8,13.7338,4.06625,0,
17.8,14.1469,3.6531,0,
18.3,14.2701,4.02986,0,
18.9,14.2889,4.61106,0,
20,14.5451,5.45491,0,
18.9,14.8688,4.03124,0,
17.8,14.6938,3.10622,0,
16.7,14.0634,2.63659,0,
16.7,13.6214,3.07862,0,
16.1,13.5471,2.55291,0,
15.6,13.4857,2.11431,0,
15,13.1606,1.83941,0,
13.9,12.893,1.00705,1,
13.9,11.8491,2.05092,0,
13.3,11.8647,1.43532,0,
13.3,12.2532,1.04681,1,
13.3,11.3585,1.94145,0,
12.2,11.7152,0.484776,1,
12.2,11.4018,0.798196,1,
11.7,10.4984,1.20158,0,
11.7,10.924,0.775979,1,
11.7,10.6415,1.05851,1,
11.7,10.1405,1.55947,0,
11.1,10.8512,0.248751,1,
13.3,10.7656,2.53438,0,
15.6,11.6187,3.98133,0,
16.7,13.4285,3.27147,0,
18.3,13.9442,4.35581,0,
20.6,14.3582,6.24178,0,
20.6,15.0761,5.5239,0,
24.4,15.2329,9.16706,0,
24.4,15.7327,8.66728,0,
26.1,16.0724,10.0276,0,
26.7,16.077,10.623,0,
25.6,16.2675,9.3325,0,
23.3,16.1111,7.18894,0,
23.3,15.6589,7.64112,0,
21.7,15.488,6.21197,0,
21.7,15.3718,6.32821,0,
20,15.1723,4.82767,0,
17.2,14.9394,2.26061,0,
16.1,13.8548,2.2452,0,
15.6,13.0951,2.50493,0,
15.6,13.0818,2.51816,0,
16.1,13.1396,2.96037,0,
15,13.4105,1.58947,0,
15,13.0893,1.91067,0,
15.6,12.7458,2.85419,0,
14.4,13.1741,1.22593,1,
16.1,12.258,3.84196,0,
16.1,12.8289,3.27111,0,
15.6,13.8507,1.74926,0,
16.7,13.253,3.44698,0,
18.3,13.5585,4.7415,0,
18.3,14.3582,3.94178,0,
18.9,14.4999,4.40007,0,
20,14.4892,5.51083,0,
20,14.8688,5.13124,0,
21.1,14.9677,6.13227,0,
22.8,15.1135,7.68645,0,
23.3,15.5745,7.72555,0,
24.4,15.7541,8.64588,0,
23.9,15.8557,8.0443,0,
22.2,15.8548,6.34521,0,
22.2,15.4504,6.74961,0,
22.2,15.2868,6.91325,0,
21.7,15.4251,6.27491,0,
21.1,15.3293,5.77067,0,
18.3,15.1428,3.15721,0,
16.7,14.3988,2.30122,0,
15.6,13.4089,2.19107,0,
15.6,13.0472,2.55285,0,
15,13.0441,1.95589,0,
14.4,12.974,1.42598,1,
15,11.89,3.11004,0,
13.9,12.408,1.49199,0,
13.9,12.7867,1.11332,1,
13.3,11.5968,1.70317,0,
13.3,11.7528,1.54716,0,
13.3,12.1127,1.18728,1,
13.9,11.4055,2.49451,0,
15,11.9728,3.02718,0,
16.1,13.1337,2.96634,0,
17.2,13.5312,3.66882,0,
16.7,13.9834,2.71656,0,
16.7,13.8826,2.81738,0,
17.2,13.6331,3.56686,0,
18.9,13.8753,5.02474,0,
18.3,14.4866,3.8134,0,
18.3,14.5409,3.75906,0,
17.8,14.2452,3.55484,0,
17.8,14.1654,3.63463,0,
17.8,14.0736,3.72644,0,
17.8,14.1364,3.66357,0,
16.7,14.1364,2.56358,0,
15.6,13.7731,1.82687,0,
15,13.1263,1.87372,0,
15,12.7935,2.20647,0,
14.4,12.8301,1.56991,0,
14.4,12.6708,1.72919,0,
13.9,12.5189,1.38111,1,
13,11.72,1.27999,1,
13.3,10.7048,2.59518,0,
13,11.7141,1.28593,1,
13.3,11.5067,1.79329,0,
13.3,11.5512,1.74879,0,
13,12.308,0.692019,1,
12.8,11.5097,1.29028,0,
13.3,11.4727,1.82729,0,
13.3,12.0655,1.23446,1,
12.8,11.4809,1.31914,0,
13.3,11.398,1.90202,0,
13.9,12.111,1.78904,0,
14.4,12.3949,2.00513,0,
16.1,12.6864,3.41356,0,
17.2,13.4015,3.7985,0,
17.2,14.0604,3.13956,0,
18.3,14.0484,4.25156,0,
17.8,14.2546,3.54542,0,
18.3,14.2973,4.00268,0,
17.8,14.2284,3.57164,0,
17.8,14.2261,3.57389,0,
17.2,14.0736,3.12644,0,
17.2,13.9431,3.25689,0,
16.7,13.8262,2.87384,0,
16.1,13.7353,2.36467,0,
14.4,13.4126,0.987432,1,
13.3,12.199,1.10098,1,
13.3,10.894,2.40601,0,
13.3,11.6761,1.62386,0,
13.3,12.2207,1.07933,1,
12.8,11.4633,1.3367,0,
12.8,11.4459,1.35406,0,
12.2,11.8334,0.366648,1,
12.2,11.2057,0.994291,1,
11.7,10.5374,1.16264,1,
12.2,10.1434,2.0566,0,
12.2,11.0364,1.16359,1,
12.2,11.0491,1.15089,1,
12.8,10.31,2.49004,0,
13.9,11.5574,2.34257,0,
15,12.5747,2.4253,0,
15.6,13.0248,2.57519,0,
16.1,13.3426,2.75744,0,
16.1,13.4988,2.60117,0,
17.2,13.5178,3.68219,0,
17.8,13.8372,3.96284,0,
17.8,14.2369,3.56308,0,
18.3,14.2101,4.08987,0,
17.8,14.2889,3.51106,0,
17.8,14.2261,3.57389,0,
17.8,14.0736,3.72644,0,
17.8,14.1364,3.66357,0,
17.2,14.1364,3.06358,0,
15,13.9431,1.05689,1,
14.4,12.5351,1.8649,0,
12.8,11.982,0.818014,1,
13.9,11.5275,2.37252,0,
13.9,11.7112,2.18882,0,
13.9,12.6876,1.21235,1,
13.9,11.7623,2.1377,0,
13.9,12.0217,1.87833,0,
13.9,12.5681,1.3319,1,
14.4,11.7008,2.69923,0,
14.4,12.226,2.17397,0,
14.4,12.9277,1.47234,0,
14.4,12.6233,1.77665,0,
15,12.6233,2.37665,0,
15.6,12.8832,2.71679,0,
16.7,13.2669,3.43311,0,
18.3,13.7154,4.58464,0,
18.3,14.3582,3.94178,0,
18.3,14.4999,3.80007,0,
19.4,14.317,5.08296,0,
20.6,14.6247,5.97527,0,
21.7,15.0782,6.62179,0,
21.7,15.364,6.33602,0,
21.7,15.3981,6.30195,0,
22.2,15.3094,6.89056,0,
22.2,15.4058,6.79421,0,
21.1,15.4638,5.63625,0,
19.4,15.2072,4.19279,0,
18.3,14.6502,3.64985,0,
17.2,14.1747,3.02531,0,
17.2,13.8287,3.37134,0,
17.2,13.7577,3.44228,0,
17.2,13.9064,3.29358,0,
17.2,13.9064,3.29358,0,
16.7,13.9064,2.79358,0,
16.7,13.7353,2.96467,0,
17,13.6331,3.36686,0,
16.7,13.8074,2.89256,0,
16.7,13.7636,2.9364,0,
16.7,13.6613,3.03865,0,
16.7,13.7032,2.99677,0,
16.1,13.7032,2.39677,0,
16.7,13.4857,3.21431,0,
16.7,13.5784,3.12165,0,
16.7,13.7855,2.91454,0,
16.7,13.7032,2.99677,0,
17.2,13.7032,3.49677,0,
17.2,13.8753,3.32475,0,
17.8,13.9718,3.82822,0,
18.9,14.101,4.79898,0,
20,14.53,5.47003,0,
21.7,14.918,6.78201,0,
21.7,15.3322,6.36782,0,
21.7,15.4446,6.25545,0,
20.6,15.3094,5.29056,0,
20,15.0779,4.92213,0,
20,14.7796,5.22041,0,
18.9,14.8011,4.09892,0,
18.3,14.5778,3.72216,0,
18.3,14.2191,4.08094,0,
17.2,14.2452,2.95484,0,
17.2,13.9731,3.22688,0,
17.2,13.7577,3.44228,0,
17.2,13.9064,3.29358,0,
16.1,13.9064,2.19358,0,
15.6,13.519,2.08105,0,
15.6,13.0818,2.51816,0,
15.6,13.1396,2.46037,0,
15,13.2175,1.78251,0,
15,12.974,2.02598,0,
14.4,12.8301,1.56991,0,
14.4,12.6708,1.72919,0,
14.4,12.5189,1.88111,0,
13.9,12.6233,1.27665,1,
13.9,11.7737,2.12625,0,
13.9,11.9047,1.99535,0,
13.9,12.5791,1.32087,1,
13.3,11.7065,1.59353,0,
13.9,11.6912,2.20882,0,
15.6,12.4343,3.16573,0,
17.2,13.1878,4.01219,0,
18.9,14.0312,4.8688,0,
18.9,14.6092,4.29082,0,
18.9,14.7033,4.19668,0,
21.1,14.5211,6.57892,0,
21.1,15.0638,6.03619,0,
21.1,15.3459,5.75409,0,
21.7,15.1613,6.53867,0,
21.7,15.2851,6.41492,0,
21.7,15.3583,6.34168,0,
21.7,15.3094,6.39056,0,
20.6,15.3094,5.29056,0,
20,15.0779,4.92213,0,
18.3,14.7796,3.52041,0,
17.8,14.3403,3.45973,0,
17.2,13.949,3.251,0,
16.7,13.8774,2.82258,0,
16.7,13.6521,3.04787,0,
16.7,13.6331,3.06686,0,
16.1,13.7032,2.39677,0,
16.7,13.4857,3.21431,0,
16.1,13.5784,2.52165,0,
16.1,13.5715,2.52849,0,
15,13.3557,1.64426,0,
15,13.0108,1.98919,0,
15,12.7458,2.25419,0,
17.2,12.9291,4.27094,0,
19.4,13.7653,5.63469,0,
20,14.802,5.19802,0,
21.7,15.0439,6.65608,0,
23.3,15.2904,8.0096,0,
23.3,15.7188,7.58124,0,
23.9,15.7633,8.13668,0,
27.2,15.7506,11.4494,0,
27.8,16.2132,11.5868,0,
26.7,16.4534,10.2466,0,
25,16.257,8.74297,0,
23.9,15.9447,7.95529,0,
23.9,15.694,8.20597,0,
23.3,15.697,7.603,0,
21.1,15.6768,5.4232,0,
19.4,15.2009,4.19913,0,
16.7,14.531,2.16898,0,
15.6,13.6421,1.95788,0,
14.4,12.8674,1.53262,0,
14.4,12.5296,1.87039,0,
13.9,12.412,1.48805,0,
13.9,12.3965,1.50354,0,
13.3,12.2642,1.03575,1,
13.9,11.5419,2.3581,0,
13.3,11.8983,1.40172,0,
12.8,12.3648,0.435153,1,
12.8,11.4185,1.38151,0,
13,11.4901,1.50994,0,
12.8,11.9064,0.893649,1,
13.3,11.3062,1.99376,0,
14.4,11.6721,2.7279,0,
16.7,12.774,3.926,0,
18.3,13.7073,4.59272,0,
20,14.4962,5.50384,0,
20,14.9391,5.06093,0,
21.1,15.0236,6.07637,0,
20.6,15.1135,5.48645,0,
21.7,15.1502,6.54977,0,
21.1,15.2212,5.8788,0,
21.1,15.2796,5.82045,0,
21.1,15.1077,5.99227,0,
21.1,15.1613,5.93867,0,
20.6,15.1613,5.43867,0,
17.8,15.0518,2.74817,0,
16.7,14.2338,2.46624,0,
16.1,13.3729,2.72709,0,
15,13.3228,1.67717,0,
15,12.9145,2.08546,0,
15,12.7458,2.25419,0,
14.4,12.9291,1.47094,0,
13.9,12.6708,1.22919,1,
13.9,11.6819,2.21814,0,
13.9,11.9186,1.98138,0,
13.3,12.571,0.72901,1,
13.3,11.7023,1.59773,0,
13.3,11.6887,1.61126,0,
13.3,12.1526,1.14738,1,
13.9,11.4269,2.47309,0,
16.7,11.9844,4.71557,0,
18.9,13.7658,5.13424,0,
19.4,14.7128,4.68725,0,
21.7,14.8802,6.8198,0,
21.7,15.2568,6.44322,0,
24.4,15.4898,8.91019,0,
22.8,15.7712,7.02881,0,
22.2,15.7885,6.41148,0,
21.7,15.3202,6.37984,0,
22.2,15.2798,6.92019,0,
20.6,15.3656,5.23437,0,
20.6,15.1431,5.45691,0,
20,14.8755,5.12454,0,
18.9,14.8894,4.01056,0,
16.1,14.5122,1.58776,1,
15,12.8324,2.16761,0,
14.4,12.1007,2.29928,0,
13.9,12.7527,1.14727,1,
13.9,11.7241,2.17589,0,
13.9,11.9426,1.95739,0,
13.9,12.5569,1.34309,1,
13.3,11.695,1.60501,0,
13.3,11.6845,1.61547,0,
13.3,12.1552,1.14479,1,
13.3,11.4283,1.8717,0,
13.3,11.6859,1.61412,0,
13.3,12.2286,1.07138,1,
13.3,11.4675,1.83246,0,
13.9,11.7079,2.19211,0,
15,12.4961,2.5039,0,
14.4,12.9437,1.45626,0,
15.6,12.8534,2.74661,0,
15.6,13.0332,2.56682,0,
17.2,13.3981,3.80189,0,
17.2,13.8048,3.39517,0,
17.2,14.1109,3.08913,0,
17.8,13.9064,3.89358,0,
17.8,14.101,3.69898,0,
17.8,14.2101,3.58987,0,
17.8,14.1364,3.66357,0,
17.2,14.1364,3.06358,0,
16.7,13.9431,2.75689,0,
15.6,13.6521,1.94787,0,
14.4,13.2192,1.18083,1,
13.9,11.9704,1.92963,0,
13.3,11.8414,1.45858,0,
13.3,12.1942,1.10579,1,
13.3,11.3267,1.97331,0,
12.8,11.6976,1.10242,1,
13.3,11.404,1.89596,0,
12.8,11.5461,1.2539,1,
12.2,11.4207,0.779318,1,
12.2,10.4514,1.7486,0,
12.2,11.2447,0.955317,1,
12.8,10.9817,1.81829,0,
12.8,11.3741,1.42586,0,
13.9,12.0186,1.88143,0,
15,12.2616,2.73843,0,
16.1,13.0248,3.07519,0,
17.8,13.5312,4.26882,0,
17.8,14.1743,3.62571,0,
19.4,14.3405,5.0595,0,
21.7,14.5984,7.10158,0,
22.2,15.3496,6.85043,0,
21.7,15.5791,6.12094,0,
21.7,15.3696,6.33043,0,
20.6,15.2677,5.33233,0,
20.6,15.0779,5.52213,0,
19.4,14.9249,4.47514,0,
18.3,14.7399,3.56009,0,
16.7,14.2358,2.46423,0,
15.6,13.6542,1.94578,0,
14.4,13.0472,1.35285,1,
14.4,11.8844,2.51556,0,
14.4,12.0346,2.36537,0,
14.4,12.8502,1.54985,0,
14.4,12.6233,1.77665,0,
14.4,12.6233,1.77665,0,
13.9,12.6233,1.27665,1,
13.9,11.7737,2.12625,0,
13.3,11.9047,1.39535,0,
13.3,12.3014,0.998604,1,
12.8,11.3845,1.41551,0,
12.2,11.4707,0.7293,1,
12.2,11.1084,1.09162,1,
12.2,10.3557,1.84435,0,
12,11.1625,0.837501,1,
12.2,11.0011,1.19893,1,
12.2,10.3248,1.87519,0,
13.9,11.1948,2.70519,0,
15.6,12.4293,3.17072,0,
16.1,13.3571,2.74286,0,
17.2,13.6552,3.54478,0,
17.2,13.9045,3.29552,0,
19.4,14.0484,5.35156,0,
21.1,14.5663,6.53375,0,
22.2,15.2807,6.91934,0,
21.7,15.5143,6.18569,0,
20.6,15.4167,5.18333,0,
20.6,15.0323,5.56771,0,
20.6,14.9249,5.67514,0,
20,15.0297,4.9703,0,
19.4,14.8894,4.51056,0,
18.9,14.6477,4.25235,0,
16.1,14.4805,1.61951,0,
15,13.5586,1.44135,1,
15,11.86,3.14005,0,
14.4,12.3649,2.0351,0,
14.4,12.9085,1.49152,0,
13.9,12.5189,1.38111,1,
13.3,11.72,1.57999,0,
12.8,11.5704,1.22957,1,
12.8,11.2693,1.53074,0,
12.8,11.2414,1.55863,0,
12.8,11.9575,0.842508,1,
13.3,11.2738,2.02619,0,
16.1,11.7281,4.3719,0,
18.3,13.4515,4.84846,0,
19.4,14.5215,4.87846,0,
20,14.8531,5.14692,0,
20,14.9408,5.05916,0,
23.9,14.92,8.97999,0,
22.8,15.634,7.16598,0,
24.4,15.8471,8.55288,0,
21.1,15.7351,5.36485,0,
21.1,15.4178,5.68222,0,
22.2,14.8476,7.35242,0,
22.2,15.3821,6.81786,0,
20.6,15.509,5.09101,0,
17.8,15.0991,2.70087,0,
16.1,14.1008,1.99924,0,
15,13.1406,1.85937,0,
14.4,12.732,1.66798,0,
13.9,12.4803,1.41972,0,
13.9,12.2886,1.61136,0,
13.9,12.2642,1.63575,0,
13.3,12.355,0.944961,1,
12.8,11.5897,1.21026,1,
13.3,10.6875,2.61248,0,
13.3,11.7083,1.5917,0,
12.8,12.3301,0.469892,1,
12.8,11.5214,1.27855,1,
13,10.7739,2.22607,0,
12.8,11.5381,1.26189,1,
12.8,11.3646,1.43537,0,
13.3,11.2959,2.00415,0,
14.4,12.2083,2.19165,0,
16.7,12.6216,4.07844,0,
18.3,13.7073,4.59272,0,
18.3,14.4962,3.80384,0,
20.6,14.4999,6.10007,0,
21.7,14.9225,6.77747,0,
21.7,15.4506,6.24936,0,
21.1,15.3981,5.70195,0,
20,15.1866,4.81341,0,
19.4,14.8539,4.54605,0,
19.4,14.5938,4.80622,0,
18.9,14.6168,4.28318,0,
17.8,14.5472,3.25284,0,
17.2,14.1384,3.0616,0,
16.1,13.7968,2.30324,0,
15.6,13.4321,2.16787,0,
13.9,13.0818,0.818155,1,
13.9,12.0142,1.88583,0,
12.8,11.8004,0.99964,1,
12.2,11.4566,0.743357,1,
11.7,10.4206,1.27943,0,
11.7,10.9231,0.776946,1,
11.7,10.6287,1.07126,1,
11.1,10.1324,0.967649,1,
11.1,9.90497,1.19503,0,
11.1,10.3957,0.704345,1,
11.7,10.4135,1.2865,0,
13.3,10.7297,2.57034,0,
15.6,12.1229,3.47706,0,
16.7,13.3003,3.3997,0,
17.8,13.9442,3.85581,0,
17.8,14.2087,3.59128,0,
18.9,14.2701,4.62986,0,
20,14.4621,5.53793,0,
20.6,14.918,5.68201,0,
20.6,15.1041,5.49588,0,
20.6,15.0847,5.51526,0,
20,15.0297,4.9703,0,
20,14.8894,5.11056,0,
19.4,14.8011,4.59892,0,
18.3,14.7108,3.58923,0,
16.7,14.3074,2.39264,0,
15.6,13.6542,1.94578,0,
14.4,13.0472,1.35285,1,
13.9,11.8844,2.01556,0,
13.9,11.7899,2.11008,0,
13.9,12.5059,1.39405,0,
13.3,12.355,0.944961,1,
12.8,11.5897,1.21026,1,
12,10.6875,1.31248,0,
11.7,11.0136,0.686419,1,
11.7,10.7494,0.950619,1,
11.1,10.167,0.933033,1,
11.1,9.94779,1.15221,0,
11.1,10.3793,0.720666,1,
11.7,10.3958,1.30419,0,
12.2,10.7242,1.47585,0,
12.8,11.5692,1.23078,1,
15,11.1055,3.89448,0,
16.1,12.5407,3.5593,0,
16.1,13.8531,2.24691,0,
16.7,13.6032,3.09678,0,
17.2,13.664,3.53601,0,
18.9,13.9546,4.94542,0,
17.8,14.4866,3.3134,0,
16.7,14.3977,2.30229,0,
16.1,13.6214,2.47861,0,
16.1,13.3228,2.77717,0,
15.6,13.3557,2.24426,0,
15,13.253,1.74698,0,
13.9,12.893,1.00705,1,
13.3,11.8491,1.45092,0,
13.3,11.5609,1.73909,0,
13.3,12.0929,1.20706,1,
13.3,11.3948,1.90516,0,
12.8,11.6671,1.13287,1,
12.2,11.4077,0.792257,1,
12.2,10.4854,1.71456,0,
11.7,11.2149,0.485109,1,
11.1,10.9675,0.132479,1,
11.1,10.3227,0.777294,1,
11.1,10.0738,1.02625,1,
11.1,9.7468,1.3532,0,
11.7,10.447,1.25302,0,
12.8,11.1817,1.61828,0,
12.2,11.7377,0.462306,1,
13.3,11.3788,1.9212,0,
13.9,11.662,2.23797,0,
14.4,12.5813,1.81868,0,
15.6,12.6864,2.91356,0,
15.6,13.2085,2.39146,0,
16.1,13.3981,2.70189,0,
17.2,13.4105,3.78947,0,
16.7,13.9045,2.79552,0,
17.2,13.8826,3.31738,0,
17.2,13.8076,3.39238,0,
16.1,13.9718,2.12822,0,
16.1,13.519,2.58105,0,
16.1,13.2796,2.82037,0,
15,13.445,1.55496,0,
13.9,13.0108,0.889186,1,
13.3,11.813,1.48704,0,
13.3,11.5969,1.70308,0,
13,12.0709,0.929085,1,
13.3,11.383,1.91702,0,
12.8,11.6605,1.13952,1,
12.8,11.4085,1.39148,0,
12.8,11.2703,1.52975,0,
12.8,11.9405,0.859523,1,
12.8,11.2645,1.53549,0,
12.2,11.464,0.736,1,
12.2,11.1795,1.02046,1,
11.7,10.396,1.304,0,
11.7,10.9073,0.79269,1,
11.7,10.6808,1.01919,1,
11.7,10.1588,1.54117,0,
12.2,10.8679,1.33211,0,
13.3,11.5086,1.79137,0,
14.4,12.0143,2.38567,0,
16.1,12.7245,3.37551,0,
18.3,13.4908,4.80917,0,
18.3,14.3959,3.90411,0,
19.4,14.5654,4.83463,0,
20,14.6247,5.37527,0,
20.6,14.9408,5.65916,0,
22.8,15.0586,7.74141,0,
21.1,15.5187,5.58132,0,
18.9,15.4075,3.49253,0,
18.9,14.4475,4.45248,0,
17.8,14.2644,3.5356,0,
16.7,14.1995,2.50054,0,
15,13.6214,1.37861,1,
13.9,12.2585,1.64147,0,
13.9,11.7398,2.16021,0,
13.9,12.4049,1.49512,0,
13.9,12.355,1.54496,0,
13.3,12.355,0.944961,1,
13.3,11.5897,1.71026,0,
13.3,11.6236,1.67642,0,
12.8,12.1922,0.607759,1,
12.2,11.4481,0.751882,1,
12.2,10.6861,1.51386,0,
12.2,11.1148,1.08524,1,
12,10.9017,1.09828,1,
12.2,10.248,1.95197,0,
12.8,11.1736,1.62638,0,
15,11.9185,3.08155,0,
16.1,12.8589,3.24106,0,
16.7,13.6869,3.01312,0,
18.3,13.8156,4.48441,0,
18.3,14.2986,4.00138,0,
18.3,14.4999,3.80007,0,
19.4,14.317,5.08296,0,
20,14.6247,5.37527,0,
20,14.9408,5.05916,0,
