data_point,predicted,difference,hit,
17.8,14.5211,3.27892,0,
16.1,14.1995,1.90054,0,
15.6,13.3997,2.20028,0,
13.9,12.9852,0.914762,1,
14.4,11.9662,2.4338,0,
14.4,12.0165,2.38354,0,
14.4,12.8602,1.53975,0,
13.3,12.6233,0.676652,1,
12.2,11.7737,0.42625,1,
11.7,10.7705,0.929513,1,
11.7,10.2972,1.40284,0,
10.6,10.7024,0.102363,1,
10.6,10.6502,0.050189,1,
10.6,10.0675,0.532505,1,
10,9.9247,0.0753021,1,
10,9.63624,0.363761,1,
10,9.54184,0.458159,1,
11.1,9.40879,1.69121,0,
13.3,10.4239,2.87609,0,
13.9,12.1191,1.78095,0,
13.9,12.6897,1.21033,1,
14.4,11.8782,2.52183,0,
14.4,12.2601,2.13993,0,
16.1,12.9081,3.19187,0,
16.7,13.3254,3.37463,0,
17.2,13.8954,3.30457,0,
16.7,13.9546,2.74542,0,
16.7,13.8031,2.89689,0,
16.1,13.6331,2.46686,0,
15,13.4857,1.51431,0,
14.4,12.9145,1.48546,0,
13.9,12.4803,1.41972,0,
13.9,12.2886,1.61136,0,
13.3,12.2642,1.03575,1,
13.3,11.5419,1.7581,0,
13,11.5959,1.40412,0,
13.3,12.0631,1.23691,1,
12.8,11.2886,1.51143,0,
12.2,11.46,0.73999,1,
10.6,11.152,0.551974,1,
10.6,10.3781,0.221881,1,
10.6,10.1144,0.485563,1,
10.6,9.74753,0.852472,1,
10,9.60663,0.393372,1,
10,9.44505,0.554953,1,
11.7,9.37876,2.32124,0,
12,10.7502,1.24984,0,
12,11.6486,0.351385,1,
11.7,11.088,0.612031,1,
12,10.5874,1.41255,0,
12,11.0062,0.993771,1,
11.7,10.8538,0.846197,1,
12,10.2282,1.7718,0,
12.2,11.0712,1.12875,1,
13.3,10.9411,2.35886,0,
13.3,11.6239,1.6761,0,
14.4,12.4213,1.9787,0,
14.4,12.5339,1.86607,0,
16.7,12.8087,3.89134,0,
18.3,13.5485,4.75152,0,
17.8,14.4962,3.30384,0,
17.2,14.3553,2.84469,0,
17.2,13.8774,3.32258,0,
15,13.8262,1.17384,1,
13.9,12.5829,1.31705,1,
13.9,11.0013,2.89873,0,
13.3,12.0059,1.29407,1,
13.3,11.663,1.63702,0,
12.8,11.5161,1.28389,0,
12.8,12.0123,0.787724,1,
12.8,11.1996,1.60045,0,
12.8,11.486,1.31401,0,
12.2,11.8735,0.326537,1,
12.2,11.2278,0.972223,1,
10.6,10.5639,0.036149,1,
10,10.1579,0.15792,1,
10,9.824,0.175997,1,
12,9.62598,2.37402,0,
10.6,10.9231,0.323111,1,
10,11.0724,1.07245,0,
10.6,9.66429,0.935715,1,
12.2,9.37292,2.82708,0,
12,11.0179,0.982075,1,
11.7,11.2176,0.482355,1,
12.2,10.4048,1.79523,0,
13,11.2933,1.70673,0,
12.8,11.9581,0.841917,1,
12.8,11.4558,1.3442,0,
12,11.4277,0.572348,1,
12.2,11.1557,1.04432,1,
12.2,10.3691,1.83085,0,
13,11.1867,1.81325,0,
13.3,11.9699,1.3301,0,
17.2,12.1403,5.05975,0,
16.1,13.6931,2.40693,0,
15.6,14.0349,1.56506,0,
15.6,13.0818,2.51816,0,
14.4,13.1396,1.26037,1,
13.3,12.1341,1.16593,1,
13.3,10.8786,2.42141,0,
13.3,11.7121,1.5879,0,
12.2,12.2325,0.0324564,1,
12.2,11.4696,0.730419,1,
12.2,10.7119,1.48811,0,
12.2,11.1129,1.08709,1,
11.1,10.8961,0.203932,1,
11.1,10.2439,0.856055,1,
9.4,10.0239,0.62392,1,
10.6,9.7038,0.896197,1,
8.9,9.57837,0.678368,1,
8.9,9.43301,0.533007,1,
10.6,9.37129,1.22871,0,
11.1,10.0952,1.00481,1,
15.6,10.2224,5.3776,0,
17.2,12.6954,4.50465,0,
16.7,14.4837,2.21635,0,
18.3,13.9474,4.35259,0,
18.3,14.1629,4.13709,0,
20.6,14.4999,6.10007,0,
21.7,14.9225,6.77747,0,
22.2,15.4506,6.74936,0,
22.8,15.4909,7.30906,0,
22.2,15.57,6.62997,0,
21.7,15.4933,6.20674,0,
21.7,15.2798,6.42019,0,
21.1,15.2677,5.83233,0,
18.3,15.1866,3.11341,0,
15,14.3988,0.601214,1,
14.4,12.4517,1.94826,0,
13.9,11.8981,2.00185,0,
13.3,12.3967,0.903323,1,
13.3,11.5123,1.78775,0,
13,11.6362,1.36378,0,
13.3,12.0385,1.26153,1,
11.7,11.2752,0.424849,1,
12.2,10.6015,1.59845,0,
10.6,11.0927,0.492719,1,
11.1,10.926,0.174022,1,
9.4,10.2551,0.855065,1,
9.4,10.0461,0.646106,1,
8.9,9.71468,0.81468,1,
8.9,9.5908,0.690797,1,
8.9,9.43963,0.539626,1,
11.1,9.37756,1.72244,0,
12.2,10.3991,1.8009,0,
13,11.5822,1.41778,0,
13.3,11.9805,1.3195,1,
13.3,11.4678,1.83218,0,
13.3,11.6944,1.60557,0,
16.7,12.2602,4.43979,0,
17.8,13.4703,4.3297,0,
16.1,14.477,1.62305,0,
16.1,13.7097,2.39034,0,
16.7,13.1862,3.51377,0,
16.7,13.664,3.03601,0,
15.6,13.7855,1.81454,0,
15.6,13.2949,2.30511,0,
14.4,13.0441,1.35589,1,
14.4,12.0874,2.31261,0,
13.9,12.0337,1.86626,0,
12.8,12.6312,0.168798,1,
12.8,11.6353,1.16467,1,
12.2,10.8048,1.39519,0,
13.3,11.0794,2.2206,0,
13.3,12.0267,1.27333,1,
12.8,11.5789,1.22108,1,
10.6,10.7072,0.107157,1,
10,10.3304,0.330393,1,
10,9.89902,0.100978,1,
9.4,9.70185,0.301846,1,
10,9.50939,0.490605,1,
10,9.41848,0.581521,1,
10.6,9.33629,1.26371,0,
13.3,10.1066,3.19336,0,
13.9,12.0031,1.89689,0,
13.9,12.7728,1.12721,1,
14.4,11.9201,2.47994,0,
14,12.2832,1.71684,0,
14.4,12.7211,1.67892,0,
15.6,12.5211,3.07888,0,
16.7,13.1929,3.50709,0,
15.6,13.798,1.80205,0,
18.3,13.4563,4.84375,0,
18.3,14.0157,4.28432,0,
18.9,14.6186,4.28136,0,
17.2,14.4892,2.71083,0,
16.1,14.0834,2.01664,0,
16.1,13.2674,2.83263,0,
15,13.2796,1.72037,0,
14.4,13.0108,1.38919,1,
14.4,11.813,2.58704,0,
13.9,12.141,1.75899,0,
14.4,12.6368,1.76318,0,
13.9,12.4951,1.4049,0,
12.2,12.4844,0.284439,1,
12.2,11.5586,0.641441,1,
11.7,10.7124,0.987641,1,
11.7,10.2201,1.47991,0,
11.7,10.7318,0.968178,1,
12.2,10.6803,1.51972,0,
11.7,10.9905,0.709503,1,
12.2,10.9824,1.21761,1,
13.3,10.2535,3.04648,0,
15,11.8033,3.19668,0,
15,13.1741,1.82591,0,
15.6,13.1971,2.40294,0,
15.6,13.1741,2.42593,0,
16.7,13.3089,3.39111,0,
17.2,13.6307,3.56932,0,
17.2,14.0192,3.18082,0,
17.2,13.9718,3.22822,0,
17.2,13.9064,3.29358,0,
17.2,13.9064,3.29358,0,
17.2,13.9064,3.29358,0,
17.2,13.9064,3.29358,0,
16.1,13.9064,2.19358,0,
14.4,13.519,0.881045,1,
14.4,12.1597,2.24026,0,
14.4,12.0741,2.32595,0,
13.9,12.7724,1.1276,1,
15,11.8497,3.15031,0,
13.3,12.4637,0.836257,1,
11.7,12.1537,0.453678,1,
11.7,10.7996,0.900353,1,
11.7,10.4793,1.22074,0,
11.7,10.625,1.07502,1,
10.6,10.598,0.00199795,1,
10.6,10.0075,0.592538,1,
11,9.88691,1.11309,0,
11.7,10.2991,1.40089,0,
11.7,11.1648,0.53517,1,
12.8,10.8695,1.93049,0,
13.9,11.4549,2.44514,0,
13.9,12.5546,1.34536,1,
13.9,11.9041,1.99587,0,
15.6,11.9833,3.61669,0,
15.6,13.3034,2.29664,0,
16,13.4708,2.52915,0,
17.2,13.3726,3.82737,0,
16.7,13.8849,2.81514,0,
15.6,13.8957,1.70432,0,
15.6,13.2192,2.38083,0,
15,13.0441,1.95589,0,
15,12.974,2.02598,0,
13.9,12.8301,1.06991,1,
13.9,11.9307,1.9693,0,
13.9,11.846,2.05402,0,
13.9,12.5436,1.35642,1,
13.9,11.6881,2.21192,0,
13.9,11.9801,1.9199,0,
13.9,12.5928,1.30723,1,
13.9,11.7135,2.18649,0,
12.8,11.9943,0.805655,1,
13.3,11.655,1.64499,0,
12.8,11.5125,1.2875,0,
12.8,12.0144,0.785571,1,
12.2,11.2007,0.999262,1,
11.7,10.595,1.10504,1,
12.8,10.1343,2.66569,0,
13.3,11.3826,1.91739,0,
13.3,12.3778,0.922244,1,
13.9,11.6456,2.25437,0,
13.9,12.0493,1.85068,0,
15,12.621,2.379,0,
15,12.8443,2.15568,0,
16.1,13.1045,2.99548,0,
17.2,13.3684,3.83163,0,
16.7,13.9834,2.71656,0,
16.1,13.8826,2.21738,0,
16.1,13.4126,2.68743,0,
16.7,13.3557,3.34426,0,
16.1,13.664,2.43601,0,
16.1,13.5715,2.52849,0,
15.6,13.3557,2.24426,0,
16.1,13.253,2.84698,0,
16.7,13.3353,3.36471,0,
16.7,13.7338,2.96625,0,
16,13.7855,2.21454,0,
16.1,13.4482,2.65177,0,
16.1,13.3335,2.76649,0,
16,13.4597,2.54028,0,
15.6,13.4073,2.19266,0,
16.1,13.2307,2.86932,0,
16.1,13.3505,2.74954,0,
16.1,13.5178,2.58219,0,
16.1,13.445,2.65496,0,
16.7,13.445,3.25496,0,
16.7,13.664,3.03601,0,
16.7,13.7855,2.91454,0,
17,13.7032,3.29677,0,
17.2,13.8074,3.39256,0,
17,13.9336,3.06639,0,
17.2,13.8657,3.33434,0,
17.8,13.8673,3.93265,0,
17.8,14.1262,3.6738,0,
16.7,14.2101,2.48987,0,
17.2,13.7731,3.42687,0,
17.8,13.7246,4.07544,0,
17.8,14.1636,3.63642,0,
19.4,14.2101,5.18987,0,
18,14.5984,3.40158,0,
18.3,14.4699,3.83006,0,
18.3,14.1282,4.17179,0,
18,14.3523,3.64771,0,
17.2,14.227,2.97305,0,
16.4,13.9161,2.48387,0,
16.7,13.5149,3.18512,0,
16.2,13.57,2.63004,0,
15.6,13.5657,2.03433,0,
15.6,13.1834,2.41662,0,
15.6,13.1239,2.47613,0,
16,13.2175,2.78251,0,
18.3,13.3726,4.92737,0,
18.3,14.2337,4.06628,0,
18.3,14.5761,3.72388,0,
17.8,14.317,3.48296,0,
17.8,14.1654,3.63463,0,
17.8,14.0736,3.72644,0,
17.8,14.1364,3.66357,0,
17,14.1364,2.86357,0,
17.2,13.8761,3.3239,0,
16.1,13.786,2.31402,0,
16.1,13.5474,2.55257,0,
16.1,13.2796,2.82037,0,
17,13.445,3.55496,0,
16.7,13.7689,2.93111,0,
17,13.8442,3.15581,0,
16.7,13.7664,2.93356,0,
16.7,13.7636,2.9364,0,
15.6,13.6613,1.93865,0,
16.1,13.2949,2.80511,0,
17.2,13.2429,3.95706,0,
17,13.9045,3.09551,0,
17.2,13.9831,3.21692,0,
17.8,13.8673,3.93265,0,
18,14.1262,3.8738,0,
17.8,14.271,3.52903,0,
17.8,14.1727,3.62729,0,
17,14.1114,2.88856,0,
17.2,13.8761,3.3239,0,
17,13.786,3.21402,0,
16.7,13.8657,2.83434,0,
17.2,13.6949,3.50509,0,
17.2,13.8348,3.36516,0,
18,13.9718,4.02822,0,
17.8,14.1634,3.63663,0,
17.2,14.2454,2.9546,0,
17.2,13.917,3.283,0,
15.6,13.8262,1.77384,0,
15.6,13.3291,2.27086,0,
15,12.9627,2.03728,0,
14.4,12.974,1.42598,1,
13.9,11.89,2.01004,0,
15,11.8887,3.11134,0,
15,12.9968,2.00323,0,
13.9,13.1045,0.795483,1,
14.4,12.0669,2.33312,0,
15.6,12.1677,3.43229,0,
15,13.3306,1.66941,0,
15,13.1622,1.8378,0,
15,12.8301,2.16991,0,
16,12.9291,3.07094,0,
16,13.3302,2.66978,0,
16,13.5459,2.45408,0,
15,13.4004,1.59956,0,
15,13.0035,1.99649,0,
15,12.7628,2.2372,0,
16,12.9291,3.07094,0,
15.6,13.3302,2.26978,0,
15.6,13.3956,2.20445,0,
16,13.1553,2.84467,0,
16,13.3726,2.62737,0,
16,13.4593,2.54065,0,
16.1,13.4004,2.69956,0,
17,13.4382,3.56181,0,
16,13.7827,2.21734,0,
16.7,13.5963,3.10373,0,
17.2,13.5131,3.68694,0,
18.3,13.9676,4.33239,0,
17.8,14.3149,3.48513,0,
18.3,14.2973,4.00268,0,
18.3,14.2284,4.07164,0,
17.8,14.3755,3.42446,0,
17.8,14.1654,3.63463,0,
18,14.0736,3.92644,0,
17.8,14.1983,3.60165,0,
17.2,14.1727,3.02729,0,
17.8,13.917,3.883,0,
17.8,14.0242,3.77582,0,
17.8,14.2101,3.58987,0,
15.6,14.1364,1.46358,1,
15.6,12.7658,2.83421,0,
15.6,12.4774,3.12265,0,
15.6,13.4366,2.16336,0,
15.6,13.2175,2.38251,0,
15.6,13.2175,2.38251,0,
15.6,13.2175,2.38251,0,
16,13.2175,2.78251,0,
15.6,13.3726,2.22737,0,
15,13.3065,1.69348,0,
15,12.9093,2.09071,0,
15,12.8301,2.16991,0,
15,12.9291,2.07094,0,
15.6,12.9291,2.67094,0,
16.1,13.1741,2.92593,0,
16.1,13.4988,2.60117,0,
16.1,13.5178,2.58219,0,
17,13.445,3.55496,0,
17.2,13.7689,3.43111,0,
17.2,14.0113,3.18868,0,
17.8,13.9327,3.86727,0,
17.8,14.101,3.69898,0,
17.2,14.2101,2.98987,0,
17.2,13.9431,3.25689,0,
16.1,13.8262,2.27384,0,
15,13.519,1.48105,1,
14.4,12.1597,2.24026,0,
13.9,12.0741,1.82595,0,
13.3,12.5504,0.74963,1,
13.3,11.5931,1.70685,0,
13.3,11.6826,1.61744,0,
12.8,12.1564,0.643583,1,
12.8,11.4289,1.37106,0,
12.2,11.4261,0.773861,1,
10.6,11.1137,0.513681,1,
10,10.3434,0.343404,1,
9.4,10.0876,0.687613,1,
9.4,9.72717,0.327172,1,
9.4,9.59222,0.19222,1,
10,9.43476,0.56524,1,
10,9.37173,0.628272,1,
12.2,9.30508,2.89492,0,
13.3,11.0478,2.25217,0,
13.9,12.4401,1.4599,0,
13.9,12.5011,1.39889,0,
13.9,12.4617,1.43828,0,
15,12.355,2.64496,0,
15.6,12.8443,2.75568,0,
16.1,13.3426,2.75744,0,
17.2,13.4988,3.70117,0,
17.2,13.9045,3.29552,0,
17.2,14.0484,3.15156,0,
16,13.9064,2.09358,0,
15,13.4817,1.51831,0,
14.4,12.8082,1.59183,0,
13.9,12.4979,1.40206,0,
13.3,12.2886,1.01136,1,
12.8,11.4548,1.34515,0,
12.8,11.3409,1.45914,0,
12.8,11.8202,0.979795,1,
12.2,11.1985,1.00154,1,
11.1,10.5286,0.571351,1,
11.7,10.1386,1.56139,0,
10,10.752,0.751966,1,
10.6,10.7321,0.132116,1,
9.4,10.1356,0.735626,1,
9.4,9.98452,0.584516,1,
9.4,9.67941,0.279409,1,
10,9.57495,0.425045,1,
8.9,9.43159,0.531588,1,
11.7,9.37524,2.32476,0,
13,10.7529,2.24713,0,
13.9,12.1566,1.74339,0,
14.4,12.5121,1.8879,0,
14.4,12.7372,1.66278,0,
15,12.7086,2.29144,0,
15.6,12.8832,2.71679,0,
16.7,13.2669,3.43311,0,
17.2,13.7154,3.48465,0,
18.3,14.0192,4.28082,0,
18.9,14.3149,4.58513,0,
18.9,14.6106,4.28939,0,
17.8,14.5869,3.21307,0,
16.7,14.1995,2.50054,0,
16.1,13.6214,2.47861,0,
16.1,13.3228,2.77717,0,
16.1,13.3557,2.74426,0,
15,13.445,1.55496,0,
15,13.0108,1.98919,0,
14.4,12.7458,1.65419,0,
15,12.6708,2.32919,0,
13.9,12.7827,1.11729,1,
13.3,12.0182,1.28176,1,
11.7,10.8288,0.871165,1,
11.1,10.3788,0.721172,1,
11.1,9.86635,1.23365,0,
11.7,10.434,1.266,0,
10.6,11.1171,0.517097,1,
11.1,10.8203,0.279668,1,
12.2,10.3168,1.88323,0,
13.9,11.1472,2.75279,0,
15.6,12.4616,3.13842,0,
15.6,13.3571,2.24286,0,
17.2,13.4708,3.72915,0,
18.9,13.8048,5.09517,0,
18.9,14.6092,4.29082,0,
19.4,14.7033,4.69668,0,
20.6,14.6557,5.94431,0,
21.1,15.0225,6.07751,0,
21.1,15.2443,5.85571,0,
21.1,15.2049,5.8951,0,
19.4,15.1613,4.23867,0,
17.8,14.7637,3.03629,0,
17.2,14.0171,3.18288,0,
17.2,13.728,3.47202,0,
16.1,13.8262,2.27384,0,
16.1,13.519,2.58105,0,
16.1,13.2796,2.82037,0,
14.4,13.445,0.954956,1,
14.4,12.3212,2.07882,0,
13.9,12.0526,1.84739,0,
14.4,12.563,1.83695,0,
12.2,12.4951,0.295097,1,
12.2,11.8036,0.396414,1,
11.7,10.7451,0.954899,1,
13.9,10.3217,3.57834,0,
13.3,11.8673,1.4327,0,
14.4,12.6241,1.77592,0,
15.6,12.4265,3.17352,0,
15.6,13.301,2.29904,0,
15.6,13.3981,2.20189,0,
16.1,13.2175,2.88251,0,
16.7,13.4105,3.28947,0,
17.2,13.7338,3.46625,0,
18.3,13.9546,4.34542,0,
19.4,14.3149,5.08513,0,
20,14.7416,5.25835,0,
20,14.9408,5.05916,0,
18.3,14.92,3.37999,0,
19.4,14.409,4.99104,0,
17.8,14.4325,3.36747,0,
17.2,14.3555,2.84445,0,
16.1,13.728,2.37202,0,
17.2,13.4321,3.76787,0,
17.2,13.684,3.51602,0,
16.7,14.0484,2.65156,0,
15.6,13.7353,1.86467,0,
14.4,13.2192,1.18083,1,
12.8,11.9704,0.829632,1,
13.3,10.8118,2.48825,0,
12.8,11.6466,1.15341,1,
12.8,11.421,1.379,0,
13.3,11.2658,2.03419,0,
12.2,12.1885,0.0115232,1,
12.8,11.5462,1.25381,1,
14.4,10.7418,3.65825,0,
15,12.2643,2.73575,0,
16.1,13.3299,2.77006,0,
16.1,13.4581,2.64192,0,
17.2,13.6032,3.59678,0,
17.2,13.8372,3.36284,0,
17.8,14.0484,3.75156,0,
18.3,14.101,4.19898,0,
19.4,14.36,5.04005,0,
21.1,14.6786,6.42143,0,
21.1,15.1861,5.91393,0,
22.2,15.3055,6.89445,0,
20,15.3821,4.61786,0,
17.8,15.0617,2.73835,0,
17.8,13.9894,3.81061,0,
16.1,13.8495,2.25045,0,
16.1,13.5581,2.54188,0,
16.1,13.1862,2.91376,0,
15.6,13.445,2.15496,0,
15.6,13.253,2.34698,0,
15,13.1396,1.86037,0,
12.8,12.974,0.17402,1,
12.8,11.89,0.910036,1,
11.7,10.8188,0.881214,1,
11.7,10.2848,1.41521,0,
12.8,10.6921,2.10787,0,
12.2,11.7932,0.406807,1,
11.7,11.4088,0.291154,1,
12.8,10.6433,2.15673,0,
14.4,11.5104,2.8896,0,
15.6,12.735,2.86496,0,
15.6,13.3763,2.2237,0,
16.7,13.3981,3.30189,0,
17.2,13.6307,3.56932,0,
18.9,14.0192,4.88082,0,
22.8,14.4866,8.3134,0,
22.8,15.5388,7.26115,0,
22.8,15.8165,6.9835,0,
22.8,15.5551,7.24493,0,
22.8,15.5551,7.24493,0,
20.6,15.5551,5.04494,0,
18.9,15.1241,3.77588,0,
17.2,14.3628,2.83724,0,
17.2,13.7858,3.41417,0,
16.7,13.6737,3.02632,0,
16.7,13.7353,2.96467,0,
16.1,13.6331,2.46686,0,
14.4,13.4857,0.914307,1,
14.4,12.2341,2.16592,0,
12.2,12.0644,0.135583,1,
11.7,11.6597,0.0402555,1,
11.7,10.5154,1.1846,0,
11.7,10.9307,0.7693,1,
11.7,10.588,1.11203,1,
11.1,10.1099,0.990095,1,
11.7,9.87442,1.82558,0,
14.4,10.7502,3.64985,0,
15,12.683,2.31702,0,
15.6,13.3071,2.29288,0,
15.6,13.2669,2.33311,0,
16.7,13.3089,3.39111,0,
17.2,13.6307,3.56932,0,
18.3,14.0192,4.28082,0,
20,14.3149,5.68513,0,
19.4,14.8901,4.50994,0,
16.7,14.8809,1.81912,0,
16.7,13.7915,2.90849,0,
13.9,13.3069,0.593122,1,
13.3,12.3032,0.996771,1,
12.8,10.7832,2.01677,0,
12.2,11.4698,0.730165,1,
12.2,11.1075,1.09249,1,
12.2,10.3548,1.84517,0,
12.2,11.1624,1.03759,1,
12,11.0012,0.998799,1,
11.7,10.3249,1.37514,0,
12,10.9159,1.08409,1,
12.2,10.725,1.47501,0,
12,11.0507,0.949298,1,
12.2,10.978,1.22199,0,
12.2,10.9842,1.21582,1,
12.2,10.9115,1.28853,0,
11.7,10.9623,0.737738,1,
11.7,10.913,0.787007,1,
11.7,10.2014,1.49864,0,
11.7,10.9314,0.768613,1,
11.7,10.7533,0.946706,1,
12,10.2117,1.78835,0,
12.2,11.0553,1.1447,1,
12,10.9533,1.04666,1,
12.2,10.3057,1.89429,0,
12.8,11.2027,1.59725,0,
12.8,11.9086,0.891409,1,
13,11.3703,1.62974,0,
13.3,11.5591,1.74091,0,
13.3,12.1939,1.10611,1,
13.3,11.5093,1.79075,0,
14,11.6975,2.30251,0,
14.4,12.5476,1.8524,0,
15,12.7112,2.28877,0,
15,12.9489,2.05111,0,
15,13.0257,1.9743,0,
13.9,12.9291,0.970942,1,
13.9,11.9801,1.91986,0,
13.3,11.8754,1.42462,0,
13.3,12.2467,1.0533,1,
13.3,11.3551,1.94495,0,
12.8,11.7133,1.08671,1,
12.8,11.4021,1.39795,0,
12.8,11.2871,1.51289,0,
12.8,11.9305,0.869526,1,
13,11.259,1.74096,0,
12.2,11.5657,0.634257,1,
12.2,11.2974,0.902629,1,
12.2,10.4548,1.74524,0,
12.8,11.2019,1.59815,0,
12.8,11.8424,0.957642,1,
12.8,11.3343,1.46568,0,
12.8,11.4338,1.36623,0,
13.3,11.9059,1.39406,0,
13.3,11.9721,1.32791,1,
13.9,11.4308,2.46919,0,
14.4,11.9316,2.46837,0,
14.4,12.9068,1.4932,0,
15,12.7086,2.29144,0,
15,12.8832,2.11679,0,
15,13.0257,1.9743,0,
15.6,12.9291,2.67094,0,
15.6,13.1741,2.42593,0,
16.1,13.3089,2.79111,0,
17.2,13.4105,3.78947,0,
17.2,13.9045,3.29552,0,
15,14.0484,0.951562,1,
13.9,12.6828,1.21716,1,
13.9,11.1285,2.77153,0,
13.3,11.9914,1.30865,1,
13.3,11.6361,1.6639,0,
12.8,11.5116,1.28843,0,
12.8,12.015,0.785014,1,
12.8,11.201,1.59896,0,
12.8,11.4868,1.31318,0,
12.2,11.8729,0.327057,1,
12,11.2275,0.772508,1,
12.8,10.5635,2.23649,0,
12.8,11.4379,1.36206,0,
12.8,12.0218,0.77823,1,
12.8,11.3088,1.49116,0,
13,11.4889,1.51111,0,
12.8,11.9718,0.828204,1,
12.8,11.3418,1.45818,0,
12.8,11.4319,1.36811,0,
12.8,11.8812,0.918782,1,
12.8,11.232,1.56796,0,
13.3,11.4458,1.85423,0,
13.3,12.1452,1.15478,1,
14,11.5233,2.47673,0,
13.9,12.0308,1.86918,0,
14.4,12.6846,1.71539,0,
15,12.5656,2.43437,0,
15,12.9652,2.03485,0,
16.1,13.0257,3.0743,0,
16.7,13.3684,3.33163,0,
16.7,13.8156,2.88441,0,
15.6,13.7855,1.81454,0,
13.3,13.2949,0.00511074,1,
12.8,12.0078,0.792168,1,
13,10.858,2.14201,0,
12.8,11.4868,1.31322,0,
12.2,11.9299,0.27008,1,
12.2,11.2171,0.982876,1,
12.2,10.5765,1.62354,0,
12,11.0977,0.902285,1,
12.2,10.9412,1.25884,0,
12.8,10.9996,1.80038,0,
13,11.8809,1.1191,1,
12.8,11.3553,1.44475,0,
12.8,11.4457,1.35433,0,
12.2,11.8986,0.301408,1,
12.8,11.2416,1.55843,0,
12.8,11.4511,1.34888,0,
12.8,11.8952,0.904786,1,
12.8,11.2397,1.56028,0,
13.3,11.4501,1.84992,0,
13.3,12.1426,1.15738,1,
13.3,11.5219,1.77811,0,
13.3,11.6821,1.6179,0,
13.3,12.2309,1.06909,1,
14,11.4688,2.53125,0,
13.9,12.0555,1.84449,0,
15.6,12.6703,2.92974,0,
17.8,13.0761,4.72392,0,
18.9,14.2198,4.68016,0,
19.4,14.7026,4.69736,0,
18.9,14.7706,4.12936,0,
18.9,14.6014,4.2986,0,
17.2,14.4649,2.73512,0,
13.9,14.0085,0.108451,1,
14.4,12.3751,2.0249,0,
13.3,12.0012,1.29883,1,
13.9,11.5249,2.37513,0,
13.9,11.7171,2.1829,0,
13.9,12.6844,1.21556,1,
13.9,11.7607,2.13935,0,
12.8,12.0208,0.779249,1,
11.1,11.6512,0.551227,1,
11.7,10.6109,1.08907,1,
11.1,10.298,0.802041,1,
10,9.82611,0.173887,1,
10,9.66688,0.333121,1,
10.6,9.46758,1.13242,0,
10,10.1187,0.118748,1,
10,10.183,0.183016,1,
10,9.83235,0.167646,1,
11,9.74979,1.25021,0,
12.2,10.3361,1.86391,0,
13,11.4732,1.52682,0,
13.9,11.9995,1.90053,0,
16.1,12.4237,3.67626,0,
16.1,13.4267,2.6733,0,
16.1,13.7545,2.3455,0,
17.8,13.445,4.35496,0,
18.3,14.0342,4.2658,0,
19.4,14.4855,4.91449,0,
19,14.6786,4.32143,0,
18.9,14.6914,4.2086,0,
17.8,14.4816,3.31841,0,
17.8,14.1873,3.61265,0,
17.2,13.9963,3.20366,0,
15.6,13.9431,1.65689,0,
14.4,13.2392,1.16079,1,
13.9,11.8857,2.01429,0,
13.9,11.8474,2.05263,0,
12.8,12.4724,0.327608,1,
12.8,11.6511,1.14888,1,
12.8,10.7619,2.03815,0,
13.3,11.4433,1.85672,0,
14,12.1876,1.81236,0,
11.7,12.441,0.740973,1,
12,11.7792,0.220823,1,
11.1,10.8028,0.297238,1,
11.1,10.3607,0.739308,1,
11,9.9038,1.0962,1,
12,9.69243,2.30757,0,
11,10.904,0.0960255,1,
10.6,11.0451,0.445094,1,
10.6,10.3085,0.291514,1,
11,10.1648,0.835176,1,
10,9.78052,0.219476,1,
10,9.6635,0.336503,1,
10,9.48186,0.518135,1,
11.7,9.41592,2.28408,0,
13.9,10.7496,3.15042,0,
14.4,12.5695,1.8305,0,
14.4,12.9506,1.44942,0,
15.6,12.7086,2.89144,0,
16.7,13.1298,3.57021,0,
17.2,13.798,3.40205,0,
17.8,14.0192,3.78082,0,
17.8,14.1636,3.63642,0,
18.3,14.2101,4.08987,0,
18.3,14.2889,4.01106,0,
18.3,14.3755,3.92446,0,
17.8,14.317,3.48296,0,
16.1,14.1654,1.93463,0,
16.7,13.487,3.21301,0,
16.7,13.4157,3.2843,0,
16.1,13.7855,2.31454,0,
16.1,13.4857,2.61431,0,
16.1,13.3557,2.74426,0,
15,13.445,1.55496,0,
15,13.0108,1.98919,0,
14.4,12.7458,1.65419,0,
13.9,12.6708,1.22919,1,
13.9,11.6819,2.21814,0,
13.9,11.9186,1.98138,0,
13.3,12.571,0.72901,1,
13.3,11.7023,1.59773,0,
13.3,11.6887,1.61126,0,
13.3,12.1526,1.14738,1,
13.3,11.4269,1.8731,0,
13.9,11.6851,2.2149,0,
13.9,12.5094,1.3906,0,
15,12.4617,2.53828,0,
15.6,12.8443,2.75568,0,
16.1,13.3426,2.75744,0,
16.7,13.4988,3.20117,0,
16.7,13.7338,2.96625,0,
16.7,13.7855,2.91454,0,
16.7,13.7032,2.99677,0,
16.7,13.7032,2.99677,0,
16.1,13.7032,2.39677,0,
16.1,13.4857,2.61431,0,
15.6,13.3557,2.24426,0,
12.8,13.253,0.453022,1,
12.8,12.0983,0.70172,1,
12.8,10.8955,1.90445,0,
12.2,11.418,0.782001,1,
12.8,11.1212,1.67877,0,
14.4,11.3006,3.09938,0,
